id;edad;genero;ocupacion;ingreso_mensual;frecuencia_entrenamiento;tiempo_sesion_min;tipo_entrenamiento;objetivo_principal;motivacion;barreras;usa_app_fitness;nivel_tecnologia;disposicion_pago;lugar_preferido
3274;19;F;estudiante;508786;1;59;funcional;bienestar;mental;conocimiento;False;alto;media;casa
3275;46;F;profesional;1424040;1;55;yoga;bienestar;mental;lesiones;True;alto;media;gimnasio
3276;24;F;independiente;1845161;3;89;pesas;bienestar;salud;tiempo;False;bajo;media;aire_libre
3277;56;F;jubilado;547646;4;24;HIIT;bajar_peso;otro;lesiones;True;bajo;media;casa
3278;39;M;independiente;2034347;4;45;funcional;bienestar;mental;tiempo;False;bajo;alta;aire_libre
3279;29;M;profesional;1663005;5;34;cardio;estetica;estetica;conocimiento;False;alto;baja;aire_libre
3280;33;F;independiente;1424126;3;49;pilates;salud;medica;lesiones;False;medio;media;gimnasio
3281;28;F;profesional;1671811;1;57;pilates;rehabilitacion;otro;tiempo;True;alto;alta;casa
3282;47;F;profesional;2308823;3;76;pesas;bienestar;mental;tiempo;True;alto;media;gimnasio
3283;38;M;profesional;1709026;3;33;HIIT;bajar_peso;estetica;dinero;True;medio;media;aire_libre
3284;44;M;independiente;1421776;3;58;yoga;rehabilitacion;medica;desmotivacion;False;bajo;baja;casa
3285;29;M;independiente;2037878;4;82;pesas;ganar_musculo;estetica;desmotivacion;True;medio;media;gimnasio
3286;19;F;estudiante;605142;4;65;pesas;bienestar;estetica;dinero;True;alto;baja;aire_libre
3287;30;F;independiente;2024508;4;40;cardio;bajar_peso;rendimiento;lesiones;True;alto;media;casa
3288;25;M;estudiante;352494;4;26;HIIT;ganar_musculo;mental;tiempo;True;medio;media;gimnasio
3289;58;F;profesional;1698143;4;49;cardio;rehabilitacion;medica;tiempo;True;medio;media;gimnasio
3290;52;M;profesional;2563462;4;37;cardio;bajar_peso;mental;tiempo;True;alto;alta;casa
3291;34;F;profesional;1958257;3;48;pilates;rehabilitacion;medica;tiempo;True;medio;media;gimnasio
3292;30;F;profesional;2150945;2;42;cardio;bienestar;mental;tiempo;True;alto;media;casa
3293;60;F;independiente;1969831;2;47;pilates;salud;medica;desmotivacion;True;medio;media;gimnasio
3294;59;F;profesional;1963494;3;43;cardio;salud;medica;tiempo;True;medio;media;casa
3295;53;F;independiente;1150542;3;46;funcional;rehabilitacion;salud;tiempo;False;bajo;media;casa
3296;42;M;profesional;1636031;3;28;HIIT;bienestar;mental;tiempo;False;medio;baja;aire_libre
3297;28;F;estudiante;565425;4;40;cardio;bienestar;mental;tiempo;True;medio;baja;casa
3298;29;M;estudiante;592367;3;25;HIIT;bienestar;salud;tiempo;True;medio;media;aire_libre
3299;44;M;profesional;1443075;1;63;pesas;bienestar;mental;desmotivacion;True;alto;alta;gimnasio
3300;44;F;profesional;2092041;4;59;funcional;salud;mental;desmotivacion;True;alto;alta;casa
3301;27;M;profesional;1370621;4;49;funcional;bajar_peso;social;conocimiento;True;medio;media;gimnasio
3302;64;F;jubilado;854219;3;56;pilates;salud;salud;desmotivacion;False;bajo;media;casa
3303;52;M;profesional;1319084;2;58;funcional;rehabilitacion;medica;tiempo;True;medio;alta;gimnasio
3304;37;F;profesional;1994089;4;55;funcional;bajar_peso;estetica;tiempo;True;medio;media;gimnasio
3305;33;M;profesional;1118291;2;60;pilates;salud;mental;tiempo;False;bajo;media;casa
3306;28;M;profesional;1323396;4;77;pesas;ganar_musculo;rendimiento;desmotivacion;True;alto;media;aire_libre
3307;30;F;profesional;2378478;2;57;;estetica;social;lesiones;True;alto;media;gimnasio
3308;47;M;profesional;;2;47;funcional;salud;medica;tiempo;True;medio;alta;gimnasio
3309;43;F;jubilado;489206;4;52;funcional;salud;mental;conocimiento;True;medio;media;gimnasio
3310;23;F;estudiante;470570;4;46;funcional;estetica;estetica;dinero;True;medio;baja;casa
3311;34;F;profesional;2358923;4;34;HIIT;bajar_peso;salud;dinero;True;medio;media;gimnasio
3312;52;M;profesional;1771319;3;51;funcional;ganar_musculo;salud;conocimiento;False;alto;media;aire_libre
3313;50;F;independiente;1328781;3;46;yoga;salud;salud;dinero;True;medio;alta;casa
3314;50;F;independiente;1650742;3;49;yoga;rehabilitacion;medica;dinero;True;medio;baja;casa
3315;34;F;profesional;1438692;2;53;funcional;salud;medica;conocimiento;True;alto;media;gimnasio
3316;34;F;profesional;1441136;5;45;yoga;bienestar;social;desmotivacion;True;alto;media;gimnasio
3317;28;M;profesional;2242388;4;27;HIIT;bajar_peso;salud;tiempo;True;alto;media;gimnasio
3318;63;F;jubilado;450501;3;20;HIIT;bajar_peso;estetica;lesiones;True;medio;alta;casa
3319;42;M;profesional;1325524;3;46;cardio;bajar_peso;salud;tiempo;True;alto;media;gimnasio
3320;51;F;independiente;1894580;1;52;pilates;salud;mental;dinero;True;bajo;alta;casa
3321;52;M;profesional;1520692;2;24;HIIT;bienestar;mental;tiempo;True;medio;media;casa
3322;30;F;profesional;1230082;5;87;pesas;ganar_musculo;rendimiento;tiempo;True;medio;baja;gimnasio
3323;28;M;estudiante;405741;4;55;pilates;bajar_peso;estetica;tiempo;True;alto;baja;casa
3324;30;F;profesional;1298655;4;34;cardio;salud;salud;desmotivacion;True;alto;baja;gimnasio
3325;42;M;profesional;1138048;2;56;funcional;salud;medica;tiempo;True;medio;media;casa
3326;31;M;independiente;2146475;3;65;pesas;ganar_musculo;mental;tiempo;True;medio;alta;gimnasio
3327;48;F;independiente;828851;3;44;cardio;bajar_peso;mental;lesiones;True;medio;media;casa
3328;27;M;profesional;1882893;2;60;funcional;bienestar;mental;lesiones;True;medio;alta;gimnasio
3329;24;M;independiente;1871641;4;46;yoga;salud;mental;dinero;True;alto;alta;aire_libre
3330;59;F;independiente;1403241;3;49;yoga;rehabilitacion;social;dinero;True;medio;baja;gimnasio
3331;25;F;profesional;1913491;3;88;pesas;rehabilitacion;salud;conocimiento;True;medio;alta;gimnasio
3332;39;F;profesional;2601403;3;47;funcional;estetica;rendimiento;tiempo;True;medio;baja;gimnasio
3333;51;F;independiente;894941;2;63;pesas;estetica;estetica;desmotivacion;False;bajo;baja;gimnasio
3334;58;M;independiente;2106370;1;39;cardio;rehabilitacion;otro;lesiones;True;medio;alta;gimnasio
3335;31;M;profesional;2345274;4;34;HIIT;bienestar;mental;tiempo;True;alto;alta;gimnasio
3336;24;F;profesional;2180385;5;32;cardio;bienestar;rendimiento;conocimiento;True;alto;alta;gimnasio
3337;54;F;independiente;1872344;3;84;pesas;salud;salud;tiempo;True;alto;alta;casa
3338;26;M;independiente;1111378;5;71;pesas;ganar_musculo;estetica;tiempo;True;alto;baja;casa
3339;65;F;independiente;1871201;3;21;HIIT;ganar_musculo;estetica;lesiones;False;bajo;media;casa
3340;35;F;jubilado;415485;4;52;pilates;desconocido;salud;desmotivacion;True;bajo;baja;casa
3341;28;F;profesional;1652888;3;50;funcional;bienestar;salud;tiempo;False;alto;baja;aire_libre
3342;52;M;independiente;1448972;2;38;cardio;bienestar;mental;tiempo;False;medio;alta;casa
3343;46;M;independiente;815642;3;38;cardio;bienestar;mental;tiempo;True;medio;baja;gimnasio
3344;41;M;jubilado;567240;3;58;funcional;salud;medica;lesiones;True;alto;media;gimnasio
3345;48;F;profesional;2134759;4;50;cardio;desconocido;salud;tiempo;True;medio;media;aire_libre
3346;42;F;independiente;1812790;3;39;cardio;salud;estetica;desmotivacion;True;medio;alta;casa
3347;59;M;profesional;1022289;4;55;yoga;rehabilitacion;salud;conocimiento;True;alto;alta;casa
3348;43;F;independiente;1404471;4;49;yoga;bajar_peso;salud;tiempo;True;medio;media;casa
3349;63;F;jubilado;508536;4;75;pesas;desconocido;estetica;desmotivacion;False;bajo;baja;casa
3350;58;F;profesional;1877763;3;45;funcional;rehabilitacion;medica;tiempo;True;alto;alta;casa
3351;29;M;profesional;1783185;3;37;cardio;ganar_musculo;estetica;conocimiento;True;medio;media;casa
3352;21;F;estudiante;644818;4;60;pilates;bajar_peso;salud;tiempo;True;alto;alta;casa
3353;20;M;profesional;2107668;4;79;pesas;ganar_musculo;rendimiento;tiempo;True;medio;alta;aire_libre
3354;65;F;independiente;1125861;3;42;cardio;salud;salud;dinero;True;alto;media;gimnasio
3355;22;F;estudiante;592179;1;30;HIIT;bienestar;mental;dinero;True;medio;baja;gimnasio
3356;44;F;profesional;2130059;3;49;cardio;salud;salud;tiempo;True;alto;media;casa
3357;59;F;independiente;1993525;2;50;funcional;rehabilitacion;mental;tiempo;True;medio;media;gimnasio
3358;32;F;jubilado;822857;5;32;cardio;desconocido;salud;conocimiento;False;bajo;alta;gimnasio
3359;42;F;profesional;2314302;2;53;funcional;salud;salud;tiempo;True;medio;alta;gimnasio
3360;48;F;jubilado;763290;4;43;cardio;salud;medica;conocimiento;True;bajo;alta;casa
3361;20;F;estudiante;491013;3;85;pesas;bienestar;salud;dinero;True;bajo;baja;aire_libre
3362;25;F;profesional;2419556;3;30;cardio;bienestar;mental;conocimiento;True;medio;media;casa
3363;61;F;jubilado;767005;2;55;yoga;desconocido;rendimiento;lesiones;False;bajo;media;casa
3364;22;M;estudiante;480743;4;54;funcional;ganar_musculo;social;dinero;True;medio;media;aire_libre
3365;52;F;independiente;2166116;4;47;funcional;salud;salud;conocimiento;True;medio;alta;casa
3366;25;F;profesional;1284816;5;60;funcional;bajar_peso;rendimiento;dinero;True;medio;media;aire_libre
3367;48;M;independiente;1506311;4;76;pesas;ganar_musculo;rendimiento;tiempo;True;alto;alta;casa
3368;45;F;independiente;896100;4;31;HIIT;ganar_musculo;estetica;tiempo;True;alto;media;gimnasio
3369;37;M;independiente;1299016;2;49;cardio;bienestar;mental;tiempo;False;alto;baja;aire_libre
3370;34;M;independiente;1637889;3;46;funcional;salud;salud;tiempo;True;medio;alta;casa
3371;41;M;independiente;763667;3;60;pilates;salud;salud;tiempo;False;bajo;baja;casa
3372;36;F;independiente;789762;4;59;funcional;bajar_peso;salud;tiempo;True;medio;baja;gimnasio
3373;44;M;profesional;2162704;2;56;yoga;salud;salud;tiempo;False;medio;media;casa
3374;19;M;estudiante;378522;3;68;pesas;estetica;salud;tiempo;True;medio;media;gimnasio
3375;39;F;profesional;1582472;3;75;pesas;bienestar;salud;desmotivacion;False;medio;baja;gimnasio
3376;50;F;profesional;2321459;3;56;funcional;rehabilitacion;estetica;lesiones;True;medio;alta;casa
3377;39;F;profesional;1287961;1;55;pilates;salud;mental;conocimiento;False;alto;media;casa
3378;31;F;profesional;1755143;3;40;cardio;salud;medica;tiempo;True;alto;baja;casa
3379;32;M;jubilado;705994;2;26;HIIT;bienestar;mental;conocimiento;True;alto;alta;gimnasio
3380;54;M;independiente;812167;3;54;pilates;rehabilitacion;medica;tiempo;True;medio;baja;gimnasio
3381;26;F;independiente;1918208;1;47;cardio;bienestar;mental;dinero;True;alto;alta;aire_libre
3382;58;F;independiente;1826676;3;51;funcional;salud;salud;lesiones;False;alto;alta;gimnasio
3383;27;F;estudiante;380430;4;55;funcional;bienestar;salud;dinero;True;medio;alta;casa
3384;20;M;estudiante;483329;3;89;pesas;ganar_musculo;estetica;dinero;True;medio;media;casa
3385;33;M;independiente;1398395;4;53;yoga;bajar_peso;estetica;lesiones;True;medio;media;gimnasio
3386;20;M;independiente;940037;4;32;cardio;bajar_peso;salud;tiempo;True;alto;baja;gimnasio
3387;26;F;estudiante;513213;5;55;pilates;bajar_peso;estetica;tiempo;True;medio;media;casa
3388;65;F;jubilado;820831;2;28;HIIT;bienestar;salud;lesiones;False;bajo;baja;gimnasio
3389;24;M;independiente;1079595;4;48;funcional;ganar_musculo;rendimiento;tiempo;True;alto;baja;casa
3390;38;F;independiente;1918571;4;81;pesas;ganar_musculo;rendimiento;tiempo;False;bajo;alta;gimnasio
3391;18;M;profesional;1343628;4;65;pesas;ganar_musculo;social;desmotivacion;True;medio;alta;gimnasio
3392;36;F;profesional;2393555;4;53;funcional;bajar_peso;salud;tiempo;False;medio;alta;casa
3393;40;M;independiente;1405318;3;50;cardio;bienestar;salud;dinero;True;alto;media;gimnasio
3394;30;F;profesional;;4;55;yoga;bajar_peso;salud;tiempo;True;alto;alta;casa
3395;37;F;profesional;1334859;1;59;yoga;bienestar;mental;tiempo;True;medio;baja;gimnasio
3396;39;M;profesional;1723676;4;57;pilates;bienestar;estetica;tiempo;False;alto;media;gimnasio
3397;56;F;independiente;860628;2;32;cardio;salud;otro;tiempo;True;medio;alta;gimnasio
3398;36;F;profesional;1295030;2;63;pesas;salud;social;tiempo;True;medio;baja;gimnasio
3399;40;M;profesional;2120917;3;46;pilates;salud;medica;tiempo;True;medio;alta;gimnasio
3400;36;F;profesional;2215882;5;59;funcional;salud;estetica;conocimiento;True;alto;media;casa
3401;51;F;profesional;1644656;3;31;cardio;bienestar;salud;tiempo;True;alto;baja;gimnasio
3402;28;F;estudiante;634573;4;52;funcional;desconocido;estetica;dinero;True;medio;baja;casa
3403;29;M;estudiante;640256;4;25;HIIT;bajar_peso;salud;dinero;True;alto;baja;aire_libre
3404;59;M;profesional;1721373;4;31;HIIT;bienestar;estetica;dinero;False;medio;media;casa
3405;31;F;profesional;1129884;4;47;pilates;bajar_peso;estetica;dinero;True;medio;media;gimnasio
3406;24;F;estudiante;336103;4;50;funcional;estetica;estetica;tiempo;False;medio;baja;aire_libre
3407;57;F;profesional;1266686;4;49;cardio;bienestar;salud;tiempo;True;medio;alta;aire_libre
3408;40;M;profesional;2288172;3;49;cardio;salud;estetica;tiempo;True;medio;alta;casa
3409;26;F;independiente;1776022;3;56;pilates;bienestar;salud;tiempo;True;medio;alta;casa
3410;18;F;estudiante;337427;4;81;pesas;salud;salud;desmotivacion;True;alto;alta;gimnasio
3411;33;F;independiente;1305075;4;58;funcional;ganar_musculo;rendimiento;dinero;True;medio;baja;casa
3412;37;F;profesional;1680549;3;47;funcional;salud;medica;conocimiento;True;alto;media;gimnasio
3413;49;M;profesional;1149024;3;38;cardio;rehabilitacion;salud;conocimiento;False;bajo;baja;aire_libre
3414;30;F;profesional;2144086;4;49;yoga;bajar_peso;salud;tiempo;False;alto;alta;casa
3415;27;F;independiente;1950556;4;50;yoga;bajar_peso;salud;tiempo;True;medio;alta;casa
3416;23;M;estudiante;454650;4;72;pesas;bajar_peso;salud;dinero;True;alto;baja;aire_libre
3417;43;M;independiente;907749;3;89;pesas;ganar_musculo;estetica;dinero;True;medio;baja;gimnasio
3418;30;M;profesional;2427063;4;30;HIIT;ganar_musculo;salud;tiempo;True;alto;media;casa
3419;28;M;estudiante;453764;2;80;pesas;salud;mental;dinero;True;alto;baja;aire_libre
3420;60;F;jubilado;754369;1;56;yoga;bienestar;mental;conocimiento;True;bajo;baja;casa
3421;34;M;profesional;2272348;3;54;pilates;desconocido;otro;tiempo;True;medio;media;aire_libre
3422;49;F;profesional;2621237;3;55;funcional;salud;medica;tiempo;True;alto;alta;casa
3423;32;F;profesional;1347750;3;58;funcional;bienestar;salud;tiempo;True;medio;baja;gimnasio
3424;33;M;profesional;1145956;3;47;yoga;salud;salud;tiempo;True;alto;media;gimnasio
3425;48;M;independiente;1608919;3;51;funcional;salud;medica;dinero;True;medio;baja;casa
3426;52;F;profesional;2385442;4;55;funcional;bienestar;mental;tiempo;False;bajo;alta;casa
3427;27;F;estudiante;444985;4;58;yoga;bajar_peso;rendimiento;conocimiento;True;medio;baja;casa
3428;22;M;estudiante;323335;3;55;funcional;bajar_peso;mental;desmotivacion;True;medio;baja;casa
3429;49;F;independiente;2058052;4;57;yoga;bienestar;salud;tiempo;True;alto;media;casa
3430;27;F;profesional;1948405;2;32;HIIT;estetica;salud;tiempo;True;alto;alta;gimnasio
3431;33;M;profesional;2484442;4;57;funcional;bajar_peso;mental;conocimiento;True;medio;alta;aire_libre
3432;42;M;independiente;1687388;4;57;yoga;bajar_peso;estetica;tiempo;True;medio;baja;casa
3433;63;F;independiente;703357;4;48;yoga;bajar_peso;salud;tiempo;True;alto;baja;casa
3434;36;F;independiente;1254088;3;57;yoga;bajar_peso;salud;dinero;True;alto;baja;casa
3435;32;M;profesional;1377636;2;45;funcional;salud;salud;tiempo;True;medio;baja;gimnasio
3436;31;M;independiente;1269602;3;47;funcional;rehabilitacion;social;tiempo;True;medio;media;gimnasio
3437;43;M;independiente;1082660;2;49;cardio;salud;estetica;tiempo;True;alto;alta;aire_libre
3438;59;M;profesional;1159539;2;57;pilates;salud;mental;tiempo;True;alto;baja;casa
3439;50;F;independiente;1519318;3;46;cardio;bienestar;social;desmotivacion;True;alto;media;gimnasio
3440;54;F;independiente;1258423;3;27;HIIT;rehabilitacion;salud;dinero;True;medio;alta;aire_libre
3441;35;M;profesional;1064347;1;68;pesas;salud;social;conocimiento;True;bajo;alta;gimnasio
3442;63;F;independiente;1649057;2;48;funcional;rehabilitacion;salud;lesiones;True;bajo;baja;gimnasio
3443;37;F;independiente;1608902;5;57;funcional;rehabilitacion;social;desmotivacion;False;alto;media;gimnasio
3444;29;F;profesional;2068855;3;50;funcional;estetica;rendimiento;tiempo;True;medio;alta;casa
3445;45;M;profesional;1636264;4;48;yoga;bajar_peso;rendimiento;conocimiento;True;alto;alta;aire_libre
3446;41;M;profesional;2377870;3;83;pesas;estetica;estetica;tiempo;True;medio;alta;gimnasio
3447;21;M;profesional;2142367;4;50;funcional;rehabilitacion;medica;tiempo;False;alto;media;aire_libre
3448;31;F;independiente;722593;3;83;pesas;salud;salud;dinero;True;medio;baja;gimnasio
3449;35;M;profesional;1145314;3;60;yoga;salud;mental;tiempo;True;alto;baja;gimnasio
3450;56;F;profesional;1983044;4;30;HIIT;bienestar;social;desmotivacion;True;alto;media;aire_libre
3451;47;M;profesional;1181184;2;56;funcional;salud;medica;desmotivacion;True;medio;media;gimnasio
3452;65;M;jubilado;660636;4;59;yoga;bajar_peso;mental;conocimiento;False;bajo;media;casa
3453;37;F;profesional;2264099;4;48;pilates;bajar_peso;rendimiento;conocimiento;True;medio;media;casa
3454;51;F;profesional;1154530;3;50;cardio;salud;medica;desmotivacion;True;medio;media;gimnasio
3455;44;F;profesional;1160889;3;51;funcional;salud;mental;tiempo;True;alto;baja;gimnasio
3456;64;M;jubilado;439563;4;44;cardio;bienestar;mental;conocimiento;False;bajo;media;aire_libre
3457;55;M;profesional;1358211;4;53;yoga;bienestar;social;lesiones;True;alto;media;casa
3458;46;M;profesional;2655227;5;55;funcional;bienestar;mental;conocimiento;True;alto;alta;casa
3459;65;F;jubilado;665256;4;67;pesas;desconocido;estetica;conocimiento;True;medio;baja;casa
3460;24;M;profesional;1256218;3;52;yoga;salud;medica;tiempo;True;medio;media;gimnasio
3461;56;F;independiente;1283090;3;46;pilates;rehabilitacion;medica;tiempo;True;medio;alta;gimnasio
3462;19;M;estudiante;477436;5;47;funcional;bienestar;salud;desmotivacion;False;alto;baja;casa
3463;20;F;estudiante;494352;4;53;pilates;ganar_musculo;rendimiento;tiempo;True;alto;media;casa
3464;48;F;profesional;1288194;4;53;funcional;rehabilitacion;medica;desmotivacion;True;alto;media;gimnasio
3465;52;M;profesional;2520302;2;32;cardio;salud;estetica;desmotivacion;False;alto;baja;casa
3466;49;F;jubilado;728773;3;86;pesas;rehabilitacion;medica;desmotivacion;True;bajo;media;aire_libre
3467;56;M;profesional;1490867;3;40;cardio;salud;salud;desmotivacion;True;alto;alta;casa
3468;35;M;independiente;2035825;4;79;pesas;ganar_musculo;estetica;tiempo;True;medio;media;gimnasio
3469;25;F;profesional;1815659;4;38;cardio;bajar_peso;salud;desmotivacion;True;medio;alta;gimnasio
3470;47;M;jubilado;888180;3;57;yoga;rehabilitacion;social;tiempo;False;bajo;baja;casa
3471;29;F;estudiante;471215;3;48;cardio;salud;salud;dinero;True;alto;media;gimnasio
3472;57;F;jubilado;438996;4;50;yoga;desconocido;social;dinero;False;medio;alta;casa
3473;36;F;independiente;1594595;3;56;funcional;rehabilitacion;salud;tiempo;True;medio;media;casa
3474;53;M;independiente;2281489;4;50;yoga;rehabilitacion;social;desmotivacion;True;alto;alta;casa
3475;61;M;jubilado;452867;4;32;cardio;rehabilitacion;medica;desmotivacion;True;bajo;alta;aire_libre
3476;55;F;independiente;737104;5;35;cardio;bajar_peso;estetica;tiempo;True;medio;baja;gimnasio
3477;30;F;profesional;1163957;3;28;HIIT;salud;medica;tiempo;True;alto;baja;aire_libre
3478;33;F;independiente;2149547;3;60;funcional;salud;medica;tiempo;True;medio;alta;gimnasio
3479;46;M;profesional;2742412;3;52;pilates;rehabilitacion;medica;tiempo;False;alto;baja;casa
3480;33;F;independiente;2076412;4;49;funcional;salud;estetica;tiempo;True;medio;alta;casa
3481;44;F;profesional;1173987;5;47;funcional;ganar_musculo;estetica;tiempo;False;alto;baja;casa
3482;63;M;independiente;1580752;3;43;cardio;rehabilitacion;salud;lesiones;False;bajo;media;casa
3483;32;M;profesional;2487652;3;50;funcional;bienestar;salud;tiempo;True;medio;media;casa
3484;29;M;profesional;1969175;5;25;HIIT;ganar_musculo;estetica;tiempo;False;bajo;media;gimnasio
3485;30;F;profesional;1990851;3;57;yoga;bienestar;mental;conocimiento;True;alto;baja;casa
3486;45;F;independiente;1030439;1;50;funcional;bienestar;mental;desmotivacion;True;bajo;alta;gimnasio
3487;53;M;profesional;1502413;3;58;pilates;salud;medica;tiempo;True;medio;alta;casa
3488;32;M;profesional;1860985;3;54;funcional;salud;salud;tiempo;True;medio;media;gimnasio
3489;28;M;estudiante;332946;3;43;cardio;ganar_musculo;estetica;lesiones;False;bajo;media;gimnasio
3490;48;F;independiente;2076321;3;53;pilates;salud;salud;dinero;False;bajo;media;aire_libre
3491;34;M;profesional;1083117;5;46;yoga;bienestar;mental;desmotivacion;True;alto;media;casa
3492;37;M;profesional;2349919;4;58;pilates;salud;mental;tiempo;True;bajo;media;casa
3493;28;F;independiente;1641255;2;59;funcional;bienestar;social;tiempo;False;bajo;media;gimnasio
3494;53;F;independiente;1509171;3;59;yoga;bienestar;salud;desmotivacion;True;alto;media;casa
3495;29;F;profesional;1295237;3;57;pilates;salud;salud;tiempo;True;alto;media;aire_libre
3496;27;F;independiente;1315593;3;60;funcional;estetica;rendimiento;dinero;True;medio;media;gimnasio
3497;39;F;profesional;1795956;2;53;funcional;bienestar;mental;conocimiento;True;medio;media;casa
3498;33;M;independiente;1993779;3;51;funcional;salud;medica;dinero;False;medio;alta;aire_libre
3499;33;F;profesional;2315051;3;51;yoga;rehabilitacion;salud;tiempo;True;alto;media;casa
3500;18;F;estudiante;530079;4;46;funcional;rehabilitacion;salud;tiempo;False;medio;baja;gimnasio
3501;43;M;profesional;2623479;3;55;funcional;salud;salud;tiempo;True;medio;baja;aire_libre
3502;27;M;profesional;1549174;3;64;pesas;bajar_peso;salud;tiempo;True;medio;baja;gimnasio
3503;38;M;profesional;2405898;5;55;yoga;bajar_peso;rendimiento;tiempo;True;medio;baja;casa
3504;31;M;independiente;914925;5;88;pesas;ganar_musculo;rendimiento;dinero;True;medio;media;gimnasio
3505;47;F;profesional;1408481;3;82;pesas;estetica;rendimiento;lesiones;True;alto;media;gimnasio
3506;48;M;profesional;2352622;2;50;cardio;bajar_peso;social;desmotivacion;True;alto;alta;gimnasio
3507;23;F;profesional;1066846;4;60;pilates;bajar_peso;salud;dinero;False;medio;media;casa
3508;33;F;independiente;843218;5;53;yoga;bajar_peso;rendimiento;dinero;False;alto;media;casa
3509;35;M;profesional;2186121;3;30;HIIT;salud;salud;tiempo;True;medio;alta;gimnasio
3510;58;F;independiente;1244045;2;49;cardio;bienestar;salud;lesiones;False;bajo;media;gimnasio
3511;54;F;profesional;1226085;3;60;funcional;bajar_peso;mental;tiempo;True;medio;alta;aire_libre
3512;51;M;jubilado;443047;3;54;funcional;salud;social;conocimiento;True;medio;baja;casa
3513;54;F;independiente;1100432;1;56;funcional;bienestar;mental;tiempo;True;alto;media;gimnasio
3514;30;F;profesional;1813079;3;60;yoga;bajar_peso;mental;dinero;True;medio;media;casa
3515;48;F;jubilado;625921;4;53;funcional;bajar_peso;mental;lesiones;True;alto;media;gimnasio
3516;28;F;estudiante;409503;4;43;cardio;bienestar;mental;dinero;False;alto;media;gimnasio
3517;20;M;estudiante;340452;3;68;pesas;ganar_musculo;social;dinero;False;medio;baja;gimnasio
3518;46;F;jubilado;591726;2;48;yoga;rehabilitacion;medica;lesiones;False;bajo;media;casa
3519;50;F;independiente;1809317;4;65;pesas;bajar_peso;mental;desmotivacion;False;bajo;alta;gimnasio
3520;;;;;3;58;funcional;rehabilitacion;mental;tiempo;True;alto;baja;gimnasio
3521;25;F;estudiante;455018;3;56;yoga;bienestar;rendimiento;lesiones;True;alto;baja;casa
3522;54;F;independiente;2049824;4;31;cardio;rehabilitacion;salud;desmotivacion;True;medio;alta;casa
3523;19;F;estudiante;303510;1;45;cardio;bienestar;social;lesiones;True;alto;baja;casa
3524;65;F;profesional;1087779;3;57;yoga;salud;medica;conocimiento;True;alto;baja;gimnasio
3525;28;F;estudiante;604690;4;45;yoga;bajar_peso;salud;conocimiento;True;alto;baja;casa
3526;24;F;estudiante;328866;4;46;yoga;bajar_peso;salud;tiempo;True;alto;media;casa
3527;31;F;profesional;1032523;3;79;pesas;estetica;salud;dinero;True;medio;media;casa
3528;58;M;independiente;1578107;2;46;yoga;rehabilitacion;salud;dinero;True;alto;baja;casa
3529;31;F;independiente;1430617;3;83;pesas;estetica;estetica;lesiones;True;alto;baja;gimnasio
3530;23;M;profesional;1577523;4;58;yoga;salud;medica;conocimiento;False;bajo;media;gimnasio
3531;32;F;independiente;2084407;3;20;HIIT;bajar_peso;salud;desmotivacion;True;medio;baja;gimnasio
3532;23;F;profesional;1930295;4;65;pesas;bajar_peso;salud;tiempo;True;alto;alta;gimnasio
3533;33;M;profesional;1896529;3;21;HIIT;bajar_peso;otro;desmotivacion;False;medio;alta;gimnasio
3534;31;F;profesional;1884032;3;48;yoga;salud;medica;dinero;False;bajo;media;gimnasio
3535;39;F;independiente;2107179;4;57;pilates;desconocido;estetica;tiempo;False;alto;baja;casa
3536;20;M;estudiante;484015;5;90;pesas;ganar_musculo;estetica;dinero;True;medio;alta;gimnasio
3537;58;M;profesional;1403870;3;48;funcional;rehabilitacion;medica;lesiones;True;medio;media;casa
3538;22;F;independiente;2118351;3;55;funcional;rehabilitacion;medica;lesiones;True;alto;alta;casa
3539;62;F;independiente;;2;60;funcional;rehabilitacion;medica;tiempo;True;medio;media;gimnasio
3540;25;M;independiente;1046089;3;45;funcional;ganar_musculo;mental;dinero;True;medio;alta;casa
3541;21;M;estudiante;620195;4;24;HIIT;bienestar;estetica;conocimiento;False;bajo;baja;gimnasio
3542;60;F;jubilado;589291;4;53;funcional;bienestar;rendimiento;conocimiento;True;bajo;baja;casa
3543;23;M;independiente;898067;4;70;pesas;estetica;estetica;tiempo;True;medio;baja;gimnasio
3544;59;M;profesional;1060083;3;84;pesas;bienestar;salud;tiempo;True;alto;alta;casa
3545;50;M;independiente;2403186;3;21;HIIT;rehabilitacion;medica;desmotivacion;True;medio;alta;gimnasio
3546;33;M;profesional;1179186;2;44;cardio;rehabilitacion;otro;lesiones;True;medio;alta;aire_libre
3547;22;M;estudiante;398519;4;75;pesas;ganar_musculo;estetica;tiempo;False;alto;alta;casa
3548;20;F;estudiante;557655;3;47;funcional;bienestar;estetica;dinero;True;medio;baja;casa
3549;24;F;profesional;1189219;2;45;yoga;salud;mental;tiempo;True;alto;alta;casa
3550;24;M;independiente;2047502;3;84;pesas;estetica;salud;tiempo;True;medio;alta;gimnasio
3551;32;M;jubilado;568979;5;56;pilates;rehabilitacion;medica;conocimiento;True;medio;baja;aire_libre
3552;48;F;profesional;1857331;3;59;funcional;rehabilitacion;otro;lesiones;True;medio;media;gimnasio
